Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Renault, Mysterious Monk",B13,B13-038N_SAMPLE.png,Purple,N,1,Monk,Male/Tome,1-2,30,20,"May the forces of goodness surround you always. |CONT| If your Main Character is being attacked, support skills belonging to your opponent's support card cannot activate.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Farina, Costly Ilian Wings",B13,B13-039HN_SAMPLE.png,Purple,HN,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"[FS] Three-Winged Triangle Attack |ACT| [Tap allied ""Fiora"" and ""Florina""] Until the end of your opponent's next turn, this unit and allied Fiora"" and ""Florina gain +30 attack.",Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.,-,-
"Farina, Pegasus Knight of the 3rd Wing",B13,B13-040N_SAMPLE.png,Purple,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Supporting Javelin |ACT| [Flip 1 Bond face-down] If this unit is in the Front Line, until the end of the turn, this unit acquires range 1-2.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Karla, Hailed and the Sword Princess",B13,B13-041R_SAMPLE.png,Purple,R,4(3),Swordmaster,Female/Sword,1,70,10,"Beautiful Swordplay |AUTO|  [Flip 1 Bond face-down] When this unit inflicts a Critical Hit, you may pay the cost and if you do: Choose 1 ""Karla"" from your Retreat Area, and add it to your hand.","Sword Princess' Insight |AUTO| When this unit inflicts a Critical Hit, until the end of this combat, number of Orbs that this unit's attack will destroy becomes 2.",-,-
"Karla, Myrmidon Searching For Her Brother",B13,B13-042N_SAMPLE.png,Purple,N,1,Myrmidon,Female/Sword,1,40,10,"No Wish to be Seperated |ACT| [Once Per Turn] [Send 2 cards from your hand to the Retreat Area] Choose 1 <Sword> from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Lloyd, Grieving White Wolf",B13,B13-043R_SAMPLE.png,Purple,R,4(3),Swordmaster,Male/Sword,1,70,10,"White Wolf's Fang |AUTO| When this unit's attack ends and if your opponent's support card failed during that attack: Your opponent chooses 1 card from their hand, and sends it to the Retreat Area.",-,-,|ATK SUPP| Vengeful White Wolf: Your opponent's support card fails to support their Main Character.
"Ephidel, Chilling Golden Eyes",B13,B13-044HN_SAMPLE.png,Purple,HN,4(3),Sage,Male/Tome,1-2,60,20,"False Friends |AUTO| [Once Per Turn] During your turn, if your opponent's Support card fails to support an enemy, until the end of the turn, this unit gains +20 attack.","Thread Spun in Darkness |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Your opponent choses 1 card from their hand, reveals it, and places it at the top of their deck.",-,-
"Sonia, Black Flower Blooming in Darkness",B13,B13-045R_SAMPLE.png,Purple,R,4(3),Sage,Female/Tome,1-2,60,20,"The Fang's Puppetmaster |AUTO| [Once Per Turn]  When this unit's attack ends, if your opponent's support card failed to support the enemy during that attack, draw 1 card.","Bolting |ACT|  [Flip 1 Bond face-down] Until the end of the turn, this unit can attack enemies in the Back Line regardless of range.",-,"|ATK SUPP| [IS] Proof of Superiority: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area. You may [Flip 1 Bond face-down] and each time you do, this skill is activated again."
"Nergal, Man Experiencing the Forbidden",B13,B13-046HN_SAMPLE.png,Purple,HN,5(4),Dark Druid,Male/Tome,1-2,60,0,"Tremble and despair.. |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When an ally attacks, you may pay the cost and if you do: Until the end of combat, your opponent's support card will fail to support the defending unit.","Ereshkigal |CONT| During your turn, if your have more cards in your hand than your opponent, this unit gains +20 attack.",-,-
"Leila, Beautiful Shadow",B13,B13-047N_SAMPLE.png,Purple,N,2,Thief,Female/Sword,1,50,10,"Locktouch |ACT| [Tap this unit] Reveal the topmost card of your opponent's deck. If that card has a Deployment Cost of 3 or higher, you may [Flip 1 Bond face-down]. If you do, draw 1 card.",Spy's Beloved |CONT| Allied 'Matthew' gains +10 attack.,-,-
"Niime, Mountain Hermit",B13,B13-048HN_SAMPLE.png,Purple,HN,5(4),Druid,Female/Tome,1-2,60,20,"Unfathomable Dark Power |ACT| [Tap this unit, Flip 4 Bonds face-down] Your opponent chooses 2 cards from their hand, and send them to the Retreat Area.","Ancient Tome |ACT| [Once Per Turn]  Choose 1 non-Main Character enemy, and destroy them. This skill cannot be used unless your opponent has no cards in their hand.",-,-
"Niamh, Desirer of Boundless Wisdom",B13,B13-049HN_SAMPLE.png,Purple,HN,4(3),Chaos Sage,Female/Tome,1-2,60,20,"An experiment in wielding multiple magics. |ACT| [Once Per Turn] [Flip 1 Tome Bond] Until the end of your opponent's next turn, this unit gains +10 attack.","When chaos-imbued magics are exchanged, entropy is verified. |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Reveal the topmost card of your deck. You may add that card to your hand.",-,-
"Niamh, Chaos-Soaring Fell Lance Knight",B13,B13-050N_SAMPLE.png,Purple,N,3(2),Chaos Wyvern Lord,Female/Lance/Flier/Dragon,1,50,30,"The pulsating chaso is fluctuating |CONT|  During your turn, this unit gains +10 attack.","Resource redistribution program based on predictions of the result of accruing damage. |ACT| [Once Per Turn] Choose 1 of your orbs, and look at its face. You may destroy that orb.",-,-
"Marth, Hero Chosen by the Exalted Blade",B13,B13-051SR_SAMPLE.png,Red,SR,4(3),Lodestar,Male/Sword,1,70,20,"On the Path to Victory |AUTO| If this unit is in the Front Line when your turn ends and the number of allies is greater than the number of enemies, you may draw 1 card.","Conquest: In the Name of the Hero-King |ACT| [Tap this unit, Tap 5 other allies ] If your opponent has 0 orbs, you win the game.","Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-
"Marth, Hero Chosen by the Exalted Blade+",B13,B13-051SRplus_SAMPLE.png,Red,SR+,4(3),Lodestar,Male/Sword,1,70,20,"On the Path to Victory |AUTO| If this unit is in the Front Line when your turn ends and the number of allies is greater than the number of enemies, you may draw 1 card.","Conquest: In the Name of the Hero-King |ACT| [Tap this unit, Tap 5 other allies ] If your opponent has 0 orbs, you win the game.","Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-
"Marth, Embarking on a Long Quest",B13,B13-052HN_SAMPLE.png,Red,HN,1,Lord,Male/Sword,1,40,20,"The Time to Act |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When you deploy an other ally, you may pay the cost and if you do: Until the end of the turn, that ally gains +10 attack.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Red> attacking unit's attack will destroy becomes 2."
"Caeda, The Hero-King's Wings",B13,B13-053SR_SAMPLE.png,Red,SR,4(3),Falcon Knight,Female/Lance/Flier/Beast,1,60,30,"The Ability to Captivate Men |AUTO| When this unit's attack destroys a non-Main Character enemy, draw 1 card.","Heartfelt Soaring Princess |ACT| [Once Per Turn] Choose 1 card with a Deployment Cost of 2 or lower from your hand, and deploy it.",-,-
"Caeda, The Hero-King's Wings+",B13,B13-053SRplus_SAMPLE.png,Red,SR+,4(3),Falcon Knight,Female/Lance/Flier/Beast,1,60,30,"The Ability to Captivate Men |AUTO| When this unit's attack destroys a non-Main Character enemy, draw 1 card.","Heartfelt Soaring Princess |ACT| [Once Per Turn] Choose 1 card with a Deployment Cost of 2 or lower from your hand, and deploy it.",-,-
"Caeda, Winged Princess of Talys",B13,B13-054N_SAMPLE.png,Red,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Abel, Panther of the Adept Lance",B13,B13-055R_SAMPLE.png,Red,R,4(3),Paladin,Male/Lance/Beast,1,70,10,"Green and Red Paladins |AUTO| When you deploy this unit, if you have an allied ""Cain"", draw 1 card.","Panther's Formation |ACT| [Once Per Turn] [Flip 1 <Red> Bond] Choose up to 2 allies, and move them.",My Life is My Prince's |CONT| This unit is cannot be destroyed as the cost or effect of skills.,-
"Abel, Green Knight of Altea",B13,B13-056N_SAMPLE.png,Red,N,1,Cavalier,Male/Lance/Beast,1,40,10,"Tandem Green and Red |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 ""Cain"" from your Retreat Area with a Deployment Cost of 3 or higher, and add it to your hand.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Frey, Death-Defying Paladin",B13,B13-057HN_SAMPLE.png,Red,HN,3(2),Paladin,Male/Lance/Beast,1,60,10,"Knowledge Vital to a Knight |ACT| [Tap this unit] Until the end of the turn, all allies in the Front Line gain +10 attack.","Duty to Defend |CONT| During your opponent's turn, If you have an allied ""Marth"", this unit gains +20 attack.",-,-
"Frey, Sacrificial Knight",B13,B13-058N_SAMPLE.png,Red,N,1,Cavalier,Male/Lance/Beast,1,40,10,"Decoy's Resolve |ACT| [Tap this unit] When allied ""Marth"" is attacked, you may pay the cost and if you do: This unit is attacked instead of allied ""Marth"". This skill is only usable if this unit is in the Front Line.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Jagen, Altea's Finest Paladin",B13,B13-059N_SAMPLE.png,Red,N,3(2),Paladin,Male/Lance/Beast,1,70,20,"Front Line Guardsman |CONT| If this unit is on the Front Line, this unit cannot be moved.",-,-,-
"Cain, Bull of the War Sword",B13,B13-060R_SAMPLE.png,Red,R,4(3),Paladin,Male/Lance/Beast,1,70,10,"Red and Green Paladins |AUTO| When you deploy this unit, if you have an allied ""Abel"", draw 1 card.","Bull's Charge |ACT| [Once Per Turn] [Flip 1 <Red> Bond] Choose 1 enemy in the Front Line, and move them.",My Life is My Prince's |CONT| This unit is cannot be destroyed as the cost or effect of skills.,-
"Cain, Red Knight of Altea",B13,B13-061N_SAMPLE.png,Red,N,1,Cavalier,Male/Lance/Beast,1,40,10,"Tandem Red and Green |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose a ""Abel"" from your Retreat Area with a Deployment Cost of 3 or higher, and add it to your hand.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Gordin, Veteran Sniper",B13,B13-062HN_SAMPLE.png,Red,HN,4(3),Sniper,Male/Bow,2,60,20,"Silver Bow |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.","Deft Positioning |AUTO| When a non-Main Character enemy evades this unit's attack, you may move that enemy.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-
"Gordin, Captured Archer",B13,B13-063N_SAMPLE.png,Red,N,2,Archer,Male/Bow,2,30,20,"Diligent Bow |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Draug, Guardian God of Altea",B13,B13-064R_SAMPLE.png,Red,R,4(3),General,Male/Lance/Armored,1,60,10,"Guardian God's Gallant Guise |CONT| During your turn, if a card supporting an ally is an <Armored>, that ally gains +30 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,-
"Draug, Guardian God of Altea+",B13,B13-064Rplus_SAMPLE.png,Red,R+,4(3),General,Male/Lance/Armored,1,60,10,"Guardian God's Gallant Guise |CONT| During your turn, if a card supporting an ally is an <Armored>, that ally gains +30 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,-
"Draug, Prince-Protecting Knight",B13,B13-065N_SAMPLE.png,Red,N,1,Knight,Male/Lance/Armored,1,30,10,"Bridging Offense and Defense |ACT| [Tap this unit] Until the end of your opponent's next turn, this unit gains +10 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,"|DEF SUPP| Defense Emblem:  Until the end of this combat, your defending unit gains +20 attack."
"Norne, Crisis-Headlong Bow",B13,B13-066R_SAMPLE.png,Red,R,3(2),Sniper,Female/Bow,2,50,20,"Patriotic Volunteer |CONT| During your turn, this unit gains +20 attack, and this unit's attacks cannot be evaded by non-Main Character enemies.","Heh...Oops...uhh... |AUTO| When this unit's attack fails to destroy an enemy, destroy this unit.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-
"Norne, Crisis-Headlong Bow+",B13,B13-066Rplus_SAMPLE.png,Red,R+,3(2),Sniper,Female/Bow,2,50,20,"Patriotic Volunteer |CONT| During your turn, this unit gains +20 attack, and this unit's attacks cannot be evaded by non-Main Character enemies.","Heh...Oops...uhh... |AUTO| When this unit's attack fails to destroy an enemy, destroy this unit.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-
"Norne, The Volunteer",B13,B13-067N_SAMPLE.png,Red,N,1,Archer,Female/Bow,2,30,20,"Steel Bow |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,"|ATK SUPP| Bullseye Emblem: Until the end of this combat, non-Main Character defending units cannot evade."
"Darros, Fierce-Faced Pirate",B13,B13-068N_SAMPLE.png,Red,N,2,Pirate,Male/Axe,1,40,10,"Pirate's Expertise |CONT|  During your turn, this unit gains +20 attack.",Seafarer |ACT| [Once Per Turn] Move this unit. This skill can only be used if this unit is untapped.,-,-
"Castor, Hunter Hired by Brigands",B13,B13-069N_SAMPLE.png,Red,N,2,Hunter,Male/Bow,2,40,20,"Repungent Work |CONT| If this unit is attacking an enemy with a Deployment Cost of 2 or lower, this unit gains +10 attack.","Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.",-,-
"Lena, Angel of Noble Love",B13,B13-070R_SAMPLE.png,Red,R,4(3),Bishop,Female/Tome,1-2,60,20,"Blessing of Gentle Love |ACT| [Once Per Turn]  [Flip 1 <Red> Bond] Choose 1non-""Lena"" card with a Deployment Cost of 1 from your Retreat Area, and add it to your hand.","Purifying Halo |ACT| [Once Per Turn]  [Send 1 card from your hand to the Retreat Area] Your opponent must add all cards in their Retreat Area to their deck. Then, they must shuffle their deck.",-,-
"Lena, Angel of Noble Love+",B13,B13-070Rplus_SAMPLE.png,Red,R+,4(3),Bishop,Female/Tome,1-2,60,20,"Blessing of Gentle Love |ACT| [Once Per Turn]  [Flip 1 <Red> Bond] Choose 1non-""Lena"" card with a Deployment Cost of 1 from your Retreat Area, and add it to your hand.","Purifying Halo |ACT| [Once Per Turn]  [Send 1 card from your hand to the Retreat Area] Your opponent must add all cards in their Retreat Area to their deck. Then, they must shuffle their deck.",-,-
"Lena, Kindhearted Cleric",B13,B13-071N_SAMPLE.png,Red,N,1,Cleric,Female/Staff,-,30,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Lena"" card from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot perform a Critical Hit."
"Rickard, Excitable Thief",B13,B13-072N_SAMPLE.png,Red,N,2,Thief,Male/Sword,1,50,10,"Locktouch |ACT| [Tap this unit] Reveal the topmost card of your opponent's deck. If that card has a Deployment Cost of 3 or higher, you may [Flip 1 Bond face-down]. If you do, draw 1 card.","A Cut of the Haul |AUTO| When you Draw 1 card using this unit's ""Locktouch"", if the card revealed by ""Locktouch"" has the same Unit Name as your opponent's Main Character, draw 1 card.",-,-
"Athena, Indebted Fang",B13,B13-073SR_SAMPLE.png,Red,SR,4(3),Swordmaster,Female/Sword,1,70,10,"That blade, too clumsy! |CONT| If this unit's Critical Hit destroys your opponent's Main Character, their Orb is sent to the Retreat Area instead of being destroyed.","Inextricable Offense and Defense |AUTO| When this unit's attack is evaded, you may choose 1 ""Athena"" from your Retreat Area, and add it to your hand.",-,-
"Athena, Foreign Swordswoman",B13,B13-074N_SAMPLE.png,Red,N,1,Myrmidon,Female/Sword,1,40,10,"Foreign Swordplay |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 <Sword> card from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Linde, Darkness-Dispelling Light",B13,B13-075SR_SAMPLE.png,Red,SR,5(4),Sage,Female/Tome,1-2,60,20,"Blast of Starlight |CONT| During your turn, this unit gains +60 attack.",Protection of the Star's Light |ACT| [Once Per Turn] [Flip 4 Bonds face-down] Draw cards until you have 5 cards in your hand.,-,-
"Linde, Light Mage",B13,B13-076N_SAMPLE.png,Red,N,1,Mage,Female/Tome,1-2,30,20,"Inherited Sorcery |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, with a Deployment Cost of 1, you may pay the cost and if you do: Draw 1 card.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Jake, Good-Natured Ballistician",B13,B13-077HN_SAMPLE.png,Red,HN,2,Ballistician,Male/Bow,3,50,20,"Arrowspate |AUTO| When this unit attacks, until the end of the turn, this unit can use Anti-Fliers. (Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.)","A Man's Resolve |CONT| During your turn, if you have an allied ""Caeda"" or ""Anna"", this unit gains +10 attack.",-,-
"Horace, Traitorous General",B13,B13-078HN_SAMPLE.png,Red,HN,3(2),General,Male/Lance/Armored,1,50,10,"Disgrace-Masked Loyalty |AUTO|  [Flip 1 Bond face-down] When an ally is attacked, you may pay the cost and if you do: Until the end of this combat, that ally gains +20 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,-
"Etzel, Seeker of a Strifeless World",B13,B13-079HN_SAMPLE.png,Red,HN,4(3),Sorcerer,Male/Tome,1-2,60,20,"Era-Changing Desire |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit gains +20 attack.","Requiescat Sorcery |AUTO| [Flip 2 Bonds face-down] When this unit attacks your opponent's Main Character, you may pay the cost and if you do: Your opponent sends 1 card from their hand to the Retreat Area.",-,-
"Etzel, Wandering Dark Mage",B13,B13-080N_SAMPLE.png,Red,N,1,Dark Mage,Male/Tome,1-2,30,20,"Dark Mage's Flames |CONT| If your opponent has 4 or fewer cards in their hand, this unit gains +10 attack.",-,-,"|ATK SUPP| Darkness Emblem: IF your opponent has 5 or more cards in their hand, your opponent chooses 1 card in their hand and sends it to the Retreat Area."
"Gotoh, White Sage",B13,B13-081HN_SAMPLE.png,Red,HN,5(4),Sage,Male/Tome,1-2,60,20,"Legendary Archsage |CONT| If your opponent's Main Character's Deployment Cost is 5 or higher, this unit gains +20 attack, and cannot be destroyed as the cost or effect of a skill.","Powerful Warp Magic |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 non-""Gotoh"" card with a Deployment Cost of 5 or higher from your Retreat Area, and add it to your hand.",-,-
"Nagi, Holy Avatar",B13,B13-082HN_SAMPLE.png,Red,HN,5, Manakete,Female/Dragonstone/Dragon,1,60,20,"Resurrected Dragon Power |ACT| [Once Per Turn] Choose 1 card from your hand, and play it in the Bond Area.","Longevous Dragon Tribe |CONT| If you have 8 or more Bond cards, this unit gains +30 attack.",-,-
"Gharnef, Dark Pontifex",B13,B13-083HN_SAMPLE.png,Red,HN,5(4),Sorcerer,Male/Tome,1-2,60,0,"Dark Magic: Imhullu |CONT| If this unit is in the Back Line, enemies with less than 100 attack cannot attack this unit.","Lord of the Shadow |SPEC| You may deploy this card even if you have an allied ""Gharnef"", and you may have 2 or more ""Gharnef"".","Pontifex's Phantom |CONT| If you have 1 or more other allied ""Gharnef"", this unit loses ""Dark Magic: Imhullu"" and cannot re-acquire it.",-
"Alfonse, Piercing Golden Will",B13,B13-084R_SAMPLE.png,Colorless,R,3,Lord,Male/Sword,1,60,20,"Countering Smoke Signal |SPEC| [Flip 1 Bond face-down] At the start of your turn, if you have fewer bond cards than your opponent, you may pay the cost and if you do: Deploy this card from your hand.","Prince's Defensive Tactics |CONT| If this unit is attacking a non-Main Character enemy, this unit gains +10 attack.",-,-
"Alfonse, Bearer of Askr's Future",B13,B13-085HN_SAMPLE.png,Colorless,HN,1,Lord,Male/Sword,1,40,20,"Fascinating Book |AUTO| When you play a symbol-less card face-up in your Bond Area, until the end of the turn, this unit gains +10 attack.",-,-,"|ATK SUPP| Illumination Emblem: If your attacking unit has a Symbol, choose 1 of your Orbs and look at its face."
"Sharena, Dreams of Befriending All Heroes!",B13,B13-086SR_SAMPLE.png,Colorless,SR,4,Princess,Female/Lance,1,70,20,"Let's Be Friends! |CONT| During your Deployment Phase, you can deploy and Level Up your cards even if you do not have Bond cards with compatible colors.","Fensalir |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit gains +20 attack. If this unit is Leveled Up, draw 1 card","The Power to Open the Gate |SPEC|  If you are Leveling Up an allied ""Sharena"", the Deployment Cost of this card when in your hand is reduced by 1.",-
"Sharena, Elder Princess of Askr",B13,B13-087HN_SAMPLE.png,Colorless,HN,1,Princess,Female/Lance,1,40,20,"Princess of the Order of Heroes |AUTO| When you deploy an other unit without a symbol, until the end of the turn, this unit gains +10 attack.",-,-,"|DEF SUPP| Solidarity Emblem: Until the end of this combat, your defending unit with a Symbol gains +10 attack."
"Kiran, Otherworldly Great Hero",B13,B13-088R_SAMPLE.png,Colorless,R,3,Summoner,-,-,0,X,"Summoning Weapon: Breidablik |ACT|  [Tap this unit] Reveal the top card of your deck. You may Flip 2 Bonds. If you do, deploy that card.",-,-,"|ATK/DEF SUPP| Salvation's Command: Choose 1 card in your hand, and reveal it. Until the end of this combat, this card's Support is equal to the revealed card's Support. (If it is X, it becomes 0.)"
"Kiran, Legendary Hero",B13,B13-089N_SAMPLE.png,Colorless,N,1,Summoner,-,-,0,X,"Summon Heroes |ACT| [Tap this unit] Choose 1 bond card with a Deployment Cost of 1, and deploy it.",-,-,"|ATK/DEF SUPP| Divine Weapon of Summoning: Until the end of this combat, this card's Support is equal to the total number of orbs you have x10."
"Fjorm, Glacial Blossom in a Frozen Land",B13,B13-090SR_SAMPLE.png,Colorless,SR,3,Princess,Female/Lance,1,60,20,"Lance of Ice: Leiptr |ACT|  [ Tap , Flip 1 Bond face-down] Choose 1 non-Main Character enemy in the Back Line, and destroy them. This skill may only be used if this unit is in the Front Line.","Ice Mirror |AUTO| At the start of your opponent's turn, if there are no enemies in the Back Line, then until the end of the turn, this unit gains +20 attack.",-,-
"Fjorm, Glacial Blossom in a Frozen Land+",B13,B13-090SRplus_SAMPLE.png,Colorless,SR+,3,Princess,Female/Lance,1,60,20,"Lance of Ice: Leiptr |ACT|  [ Tap , Flip 1 Bond face-down] Choose 1 non-Main Character enemy in the Back Line, and destroy them. This skill may only be used if this unit is in the Front Line.","Ice Mirror |AUTO| At the start of your opponent's turn, if there are no enemies in the Back Line, then until the end of the turn, this unit gains +20 attack.",-,-
"Fjorm, Icy Lance of a Lost Kingdom",B13,B13-091HN_SAMPLE.png,Colorless,HN,2,Princess,Female/Lance,1,50,20,"Defiant Icy Lance |CONT| If this unit is attacking an enemy with a Deployment Cost of 3 or higher, this unit gains +10 attack.","Wish to Restore the Homeland |AUTO|  [Flip 1 Bond face-down] When you deploy this unit, if you have no Orbs, you may pay the cost and if you do: Choose 1 card from your hand, add it to your Orbs.",-,-
"Fjorm, Princess of Nifl",B13,B13-092N_SAMPLE.png,Colorless,N,1,Princess,Female/Lance,1,40,20,"Holy Vestments |CONT| If this unit is being attacked by an enemy in the Back Line, this unit gains +20 attack.",-,-,"|DEF SUPP| Solidarity Emblem: Until the end of this combat, your defending unit with a Symbol gains +10 attack."
"Loki, Enchanter of the Mist",B13,B13-093HN_SAMPLE.png,Colorless,HN,3,Preist,Female/Staff,2,50,20,"Come with me... to your grave! |ACT| Choose 1 enemy with 80 or higher attack. Until the end of the turn, that enemy loses -10 attack.","Mischievous Poison Mist |ACT|  [Tap this unit, Flip 2 Bonds face-down] If your opponent has 5 or more cards in their hand, choose 1 of their Orbs and send it to the Retreat Area. Your opponent may then choose 1 card from their hand and add it to their Orb Area.",-,-
"Loki, Tactician of the Magic Staff",B13,B13-094N_SAMPLE.png,Colorless,N,1,Priest,Female/Staff,2,30,20,"Scheming Smile |ACT| [Tap this Unit] Choose 1 non-Main Character enemy. Until the end of the turn, that enemy loses all non-|SPEC| skills and cannot re-acquire them.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot perform a Critical Hit."
"Laevatein, Earth-Scorched Seering Steel",B13,B13-095R_SAMPLE.png,Colorless,R,3,Sword Fighter,Female/Sword,1,70,10,"Seering Steel: Laevatein |ACT| [Once Per Turn] If an enemy has 80 attack or higher, until the end of the turn, this unit gains +40 attack.","Lethal Flame Edge |ACT| [Once Per Turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, untap this unit.",-,-
"Laevatein, Earth-Scorched Seering Steel+",B13,B13-095Rplus_SAMPLE.png,Colorless,R+,3,Sword Fighter,Female/Sword,1,70,10,"Seering Steel: Laevatein |ACT| [Once Per Turn] If an enemy has 80 attack or higher, until the end of the turn, this unit gains +40 attack.","Lethal Flame Edge |ACT| [Once Per Turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, untap this unit.",-,-
"Laevatein, Earth-Scorched Seering Steel+X",B13,B13-095RplusX_SAMPLE.png,Colorless,R+X,3,Sword Fighter,Female/Sword,1,70,10,"Seering Steel: Laevatein |ACT| [Once Per Turn] If an enemy has 80 attack or higher, until the end of the turn, this unit gains +40 attack.","Lethal Flame Edge |ACT| [Once Per Turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, untap this unit.",-,-
"Laevatein, Princess of Muspell",B13,B13-096N_SAMPLE.png,Colorless,N,1,Sword Fighter,Female/Sword,1,40,10,"Precious Blade |ACT|  [Flip 1 <Sword> Bond] Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Surtr, King of Muspell",B13,B13-097HN_SAMPLE.png,Colorless,HN,5,Conqueror,Male/Axe/Armored,1,80,0,Sinmara |ACT| [Once Per Turn]  [Flip 1 Bond face-down] Destroy all enemies with 30 or lower attack.,"There is only one king."" |ACT| [Once Per Turn] [Flip 3 Bonds face-down] Choose 1 enemy with 80 or higher attack, and destroy them.",Muspellflame |CONT| This unit cannot be destroyed by attacks from enemies with a Deployment Cost of 2 or lower.,-
"Feh, The Order of Heroes' Messenger",B13,B13-098HN_SAMPLE.png,Colorless,HN,0,Messenger Owl,Flier/Beast,-,0,30,"[BS] News Presenter |ACT| [Once Per Turn] Choose 1 of your own or your opponent's Orbs, and reveal it.",[BS] Tireless Waiting |CONT|  This card cannot be flipped face-down as the cost or effect of a skill. (|BS| can only be used if this card is in your Bond Area.),-,-
"Yuzu, Warrior-Like Girl",B13,B13-099N_SAMPLE.png,Colorless,N,1,Myrmidon,Female/Sword,1,40,10,"Pursuing the Warrior's Peak |ACT| [Once Per Turn] [Send 1 ""Yuzu"" from your hand to the Retreat Area] Choose 1 ""Yuzu"" with a Deployment Cost of 3 or higher from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
